#Table: J/MNRAS/423/1024/. (cdsarc.u-strasbg.fr)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                                          |                     |             |      |    |     |      |      |      |                             | n_| z|          |          |          |     |  e_|    E|          |          |          |     |  e_|
      XMMXCS                  Name        |     RAdeg      DEdeg|       Counts|     z|r_z |n_z  |    TX|  e_TX|  E_TX|OName                        |zoo|oo|      L500|    e_L500|    E_L500| R500|R500|_R500|      L200|    e_L200|    E_L200| R200|R200|   E_
------------------------------------------|---------------------|-------------|------|----|-----|------|------|------|-----------------------------|---|--|----------|----------|----------|-----|----|-----|----------|----------|----------|-----|----|-----
XMMXCSJ130534.7+175658.6XMMXCSJ1305.5+1756|196.394583  17.949611|1.4169200e+03|  0.50|DR7 |phot |  4.70|  0.50|  1.20|                             |DR7|s |  1.392040|  1.059140|  0.360478|  650|  42|   88|  1.923320|  1.590270|  1.787680|  985|  63|  133
XMMXCSJ130601.4+180145.9XMMXCSJ1306.0+1801|196.505833  18.029417|1.7492300e+02|  0.93|Spec|spec |  4.00|  1.50|  2.30|                             |dss|na|  0.554592|  0.114889|  0.091531|  364|  82|  106|  1.146900|  0.235220|  0.180273|  553| 125|  161
XMMXCSJ130649.9-233128.5XMMXCSJ1306.8-2331|196.707917 -23.524583|2.8385000e+02|  0.21|NXS |phot |  3.80|  0.90|  1.30|                             |NXS|g |  0.819008|  0.620839|  1.673990|  786| 112|  143|  1.011610|  0.813422|  4.455590| 1192| 170|  217
XMMXCSJ130749.6+292549.2XMMXCSJ1307.8+2925|196.956667  29.430333|7.1398400e+03|  0.24|LRG |spec |  3.20|  0.20|  0.20|ZwCl 1305.4+2941             |DR7|g |  1.669430|  0.078917|  0.068626|  686|  22|   21|  1.940910|  0.108902|  0.098606| 1041|  33|   31
XMMXCSJ130832.6+534214.2XMMXCSJ1308.5+5342|197.135833  53.703944|2.5529400e+03|  0.33|LRG |spec |  3.50|  0.30|  0.30|WARP J1308.5+5342            |DR7|g |  1.170300|  0.059337|  0.067303|  659|  27|   29|  1.733210|  0.101095|  0.131516| 1000|  42|   44
XMMXCSJ130933.7+573926.3XMMXCSJ1309.5+5739|197.390417  57.657306|5.2633900e+02|  0.20|DR7 |phot |  7.90|  3.40|  6.30|NSC J130931+574023           |DR7|s |  0.457590|  0.410447|  0.886926| 1193| 328|  474|  0.690930|  0.643785|  1.587250| 1810| 497|  719
XMMXCSJ131028.4-011906.9XMMXCSJ1310.4-0119|197.618333  -1.318583|1.2801100e+02|  0.14|LRG |spec |  1.60|  0.30|  0.60|MaxBCG J197.61951-01.31501   |DR7|s |  0.083890|  0.034145|  0.051525|  518|  51|   97|  0.097027|  0.040548|  0.063677|  786|  78|  147
XMMXCSJ131058.5+572043.8XMMXCSJ1310.9+5720|197.743750  57.345500|3.9293700e+02|  0.53|DR7 |phot |  4.10|  1.10|  1.50|                             |DR7|s |  3.176370|  0.693210|  0.610156|  582|  90|  109|  3.282530|  0.742572|  0.682657|  883| 137|  166
XMMXCSJ131302.0+351943.1XMMXCSJ1313.0+3519|198.258333  35.328639|2.8429400e+02|  0.30|LRG |spec |  3.90|  0.80|  1.30|MaxBCG J198.26268+35.32836   |DR7|s |  1.290540|  0.923196|  0.836741|  722|  94|  133|  2.309290|  1.883990|  2.195620| 1096| 142|  201
XMMXCSJ131455.1-163837.0XMMXCSJ1314.9-1638|198.729583 -16.643611|5.4452200e+02|  0.61|NXS |phot |  3.30|  1.20|  1.30|                             |NXS|s |  0.938275|-99.000000|-99.000000|  469| 104|   98|  0.891383|-99.000000|-99.000000|  469| 104|   98
XMMXCSJ131843.8-004356.7XMMXCSJ1318.7-0043|199.682500  -0.732417|6.9947700e+02|  0.11|DR7 |phot |  1.10|  0.10|  0.10|SDSS CE J199.682495-00.727718|DR7|s |  0.065364|  0.034825|  0.065559|  417|  17|   18|  0.073827|  0.042863|  0.103612|  633|  26|   27
XMMXCSJ131937.1-145444.6XMMXCSJ1319.6-1454|199.904583 -14.912389|4.2097000e+02|  0.19|NXS |phot |  1.10|  0.30|  0.20|                             |NXS|s |  0.053333|  0.040914|  0.008475|  387|  72|   42|  0.079585|  0.067160|  0.016477|  586| 110|   64
XMMXCSJ131950.1-144957.5XMMXCSJ1319.8-1449|199.958750 -14.832639|2.3451600e+02|  0.34|NXS |phot |  0.60|  0.10|  0.10|                             |NXS|s |  0.071926|  0.018535|  0.018800|  243|  27|   21|  0.104115|  0.031129|  0.034723|  368|  41|   32
XMMXCSJ132053.8+335521.0XMMXCSJ1320.8+3355|200.224167  33.922500|5.5002800e+02|  0.18|Lit |spec |  2.80|  0.60|  1.20|ABELL 1716                   |DR7|s |  0.119903|  0.025544|  0.028208|  671|  94|  154|  0.122181|  0.026964|  0.031207| 1017| 143|  234
XMMXCSJ132420.7+301240.3XMMXCSJ1324.3+3012|201.086250  30.211194|4.5964400e+02|  0.69|Lit |spec |  3.70|  0.80|  1.10|GHO 1322+3028                |DR7|b |  0.700678|  0.447261|  0.084776|  458|  61|   71|  1.099640|  0.845676|  0.446937|  694|  92|  108
XMMXCSJ132434.0+053427.1XMMXCSJ1324.5+0534|201.141667   5.574194|7.4543500e+02|  0.23|DR7 |phot |  4.00|  0.80|  1.10|NSCS J132438+053216          |DR7|s |  1.500570|  0.437034|  0.467478|  787| 106|  128|  2.274380|  0.755675|  0.917611| 1193| 161|  195
XMMXCSJ132458.2+300723.2XMMXCSJ1324.9+3007|201.242500  30.123111|3.3202000e+02|  0.59|DR7 |phot |  2.90|  0.70|  1.10|                             |DR7|s |  0.342432|  0.061893|  0.051013|  448|  68|   91|  0.515873|  0.100242|  0.086646|  679| 104|  139
XMMXCSJ132501.5-381323.6XMMXCSJ1325.0-3813|201.256250 -38.223222|2.4685000e+03|  0.30|Lit |spec |  2.90|  0.30|  0.40|RX J1325.0-3814              |NXS|g |  0.820200|  0.113540|  0.083094|  607|  39|   51|  1.191000|  0.208678|  0.152903|  921|  59|   78
XMMXCSJ132830.2+470357.2XMMXCSJ1328.5+4703|202.125833  47.065889|1.7789500e+02|  0.38|DR7 |phot |  4.10|  1.40|  4.30|                             |DR7|s |  1.156870|  0.467406|  0.602767|  681| 140|  348|  1.171070|  0.471467|  0.605909| 1033| 212|  528
XMMXCSJ132958.9+241124.6XMMXCSJ1329.9+2411|202.495417  24.190167|1.2641400e+02|  0.17|LRG |spec |  2.30|  1.10|  2.30|                             |DR7|s |  0.034644|  0.034644|  0.026909|  612| 179|  307|  0.043159|  0.043159|  0.041728|  928| 272|  466
XMMXCSJ133107.1-015837.4XMMXCSJ1331.1-0158|202.779583  -1.977056|1.6171300e+02|  0.20|LRG |spec |  2.30|  0.50|  1.30|                             |DR7|s |  0.085405|-99.000000|-99.000000|  595|  81|  174|  0.081181|-99.000000|-99.000000|  595|  81|  174
XMMXCSJ133254.8+503153.1XMMXCSJ1332.9+5031|203.228333  50.531417|2.5964400e+03|  0.28|Lit |spec |  7.70|  0.40|  0.30|RBS 1283                     |DR7|g | 11.773900|  3.004230|  0.324642| 1092|  28|   27| 12.456100|  3.663260|  0.365881| 1656|  43|   41
XMMXCSJ133439.5+504327.1XMMXCSJ1334.6+5043|203.664583  50.724194|2.7984200e+02|  0.24|DR7 |phot |-99.00|-99.00|-99.00|MaxBCG J203.66157+50.72443   |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ133457.7+375020.3XMMXCSJ1334.9+3750|203.740417  37.838972|6.8954300e+02|  0.38|Lit |spec |-99.00|-99.00|-99.00|NSCS J133503+374945          |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ133505.3+502336.3XMMXCSJ1335.0+5023|203.772083  50.393417|6.8834600e+02|  0.09|LRG |spec |  1.30|  0.10|  0.10|                             |DR7|s |  0.092406|  0.070056|  0.040990|  474|  28|   19|  0.157456|  0.128425|  0.095915|  719|  43|   29
XMMXCSJ133511.5-232917.2XMMXCSJ1335.1-2329|203.797917 -23.488111|6.6906900e+02|  0.10|NXS |phot |  1.90|  0.20|  0.30|                             |NXS|s |  0.245463|  0.174794|  0.687328|  583|  41|   43|  0.329202|  0.258532|  1.258010|  884|  63|   66
XMMXCSJ133514.1+374905.8XMMXCSJ1335.2+3749|203.808750  37.818278|2.9354200e+02|  0.60|Lit |spec |  3.90|  0.70|  0.80|MJM98 034                    |DR7|s |  0.665253|  0.086358|  0.242153|  519|  54|   57|  0.684853|  0.103262|  0.223079|  787|  81|   86
XMMXCSJ133559.1+375400.8XMMXCSJ1335.9+3754|203.996250  37.900222|1.0126900e+02|  0.25|LRG |spec |  4.70|  1.60|  7.30|                             |DR7|s |  0.070082|  0.064191|  0.074274|  847| 179|  598|  0.074840|  0.068935|  0.096172| 1285| 271|  907
XMMXCSJ133605.0+514531.2XMMXCSJ1336.0+5145|204.020833  51.758667|1.0055100e+03|  0.53|DR7 |phot |  1.70|  0.20|  0.20|                             |DR7|s |  0.300920|  0.171002|  0.042879|  346|  20|   18|  0.741452|  0.260680|  0.102956|  525|  31|   28
XMMXCSJ133909.2+481152.7XMMXCSJ1339.1+4811|204.788333  48.197972|1.7216200e+02|  0.41|LRG |spec |  1.70|  0.30|  0.40|                             |DR7|s |  0.235477|  0.066494|  0.075992|  402|  42|   49|  0.338977|  0.109567|  0.133127|  610|  63|   74
XMMXCSJ134124.3-010204.0XMMXCSJ1341.4-0102|205.351250  -1.034444|2.2911300e+02|  0.29|LRG |spec |  2.30|  0.70|  3.10|MaxBCG J205.35590-01.04186   |DR7|s |  0.399505|  0.279583|  0.256211|  544| 106|  347|  0.788911|  0.657313|  0.691661|  825| 161|  526
XMMXCSJ134139.3+001733.9XMMXCSJ1341.6+0017|205.413750   0.292750|2.1433400e+02|  0.44|DR7 |phot |  4.90|  0.90|  1.40|BPG2004 J134139.1+001739.3   |DR7|s |  1.746750|  0.458987|  0.246108|  709|  78|  107|  3.192200|  1.567440|  0.420389| 1075| 118|  162
XMMXCSJ134305.1-000056.8XMMXCSJ1343.0-0000|205.771250  -0.015778|1.3383500e+03|  0.55|DR7 |phot |  4.20|  0.70|  0.70|BPG2004 J134304.8-000056.3   |DR7|s |  2.468550|  0.191052|  0.320486|  572|  60|   52|  2.879030|  0.341651|  0.533945|  868|  91|   79
XMMXCSJ134326.9+554648.3XMMXCSJ1343.4+5546|205.862083  55.780083|2.0925600e+02|  0.07|LRG |spec |  1.80|  0.50|  1.00|400d J1343+5546              |DR7|s |  0.064735|  0.062372|  0.071028|  586| 109|  170|  0.104198|  0.101835|  0.116922|  889| 166|  258
XMMXCSJ134645.9+264625.7XMMXCSJ1346.7+2646|206.691250  26.773806|2.5874200e+02|  0.43|LRG |spec |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ134825.6+580015.8XMMXCSJ1348.4+5800|207.106667  58.004389|6.3716000e+02|  0.13|LRG |spec |  1.60|  0.20|  0.30|                             |DR7|s |  0.065236|  0.030859|  0.022045|  512|  32|   46|  0.082252|  0.043046|  0.032759|  777|  49|   70
XMMXCSJ134851.8+600942.5XMMXCSJ1348.8+6009|207.215833  60.161806|1.8804300e+02|  0.44|DR7 |phot |  2.00|  0.30|  0.50|                             |DR7|s |  0.237561|  0.057810|  0.065891|  421|  32|   56|  0.239561|  0.059805|  0.087105|  639|  49|   86
XMMXCSJ134949.7+270605.3XMMXCSJ1349.8+2706|207.457083  27.101472|1.4480100e+02|  0.42|LRG |spec |  1.80|  0.40|  0.80|                             |DR7|s |  0.465261|  0.209923|  0.237034|  414|  53|  101|  0.601272|  0.331625|  0.448062|  628|  80|  153
XMMXCSJ135358.8+335003.1XMMXCSJ1353.9+3350|208.495000  33.834194|5.5328100e+02|  0.47|LRG |spec |  2.40|  0.30|  0.30|NSCS J135400+335023          |DR7|s |  1.256480|  0.155153|  0.182896|  452|  33|   36|  1.969560|  0.184127|  0.174495|  686|  51|   55
XMMXCSJ135449.3+691738.6XMMXCSJ1354.8+6917|208.705417  69.294056|5.4941300e+02|  0.21|Lit |spec |  2.70|  0.40|  0.50|RX J1354.8+6917              |dss|na|  0.687930|-99.000000|-99.000000|  643|  56|   65|  0.648990|-99.000000|-99.000000|  975|  85|   99
XMMXCSJ135541.9+182545.4XMMXCSJ1355.6+1825|208.924583  18.429278|2.3594900e+02|  0.28|DR7 |phot |  2.10|  0.80|  1.30|                             |DR7|s |  0.141765|  0.124618|  0.226413|  517| 117|  161|  0.194733|  0.175838|  0.625782|  783| 178|  245
XMMXCSJ135546.0+182250.8XMMXCSJ1355.7+1822|208.941667  18.380778|2.1886700e+02|  0.29|DR7 |phot |  2.20|  0.40|  0.50|                             |DR7|s |  0.163300|-99.000000|-99.000000|  535| 214|  229|  0.178600|-99.000000|-99.000000|  811| 324|  348
XMMXCSJ140615.8+283049.1XMMXCSJ1406.2+2830|211.565833  28.513639|3.2509200e+02|  0.55|Lit |spec |  5.60|  1.30|  1.80|NSCS J140614+282911          |DR7|s |  2.092580|  0.595689|  1.192950|  628|  82|  126|  2.494870|  0.974104|  3.757490|  952| 125|  191
XMMXCSJ140646.0+283308.3XMMXCSJ1406.7+2833|211.691667  28.552306|1.7147800e+02|  0.52|DR7 |phot |  2.30|  0.60|  1.40|                             |DR7|s |  0.885000|-99.000000|-99.000000|  424| 200|  316|  1.041500|-99.000000|-99.000000|  642| 304|  479
XMMXCSJ140935.2+262941.9XMMXCSJ1409.5+2629|212.396667  26.494972|2.2751800e+02|  0.12|DR7 |phot |  1.30|  0.30|  0.60|                             |DR7|s |  0.135525|-99.000000|-99.000000| 1608| 666| 1608|  0.128702|-99.000000|-99.000000| 1608| 666| 1608
XMMXCSJ141313.2-031803.8XMMXCSJ1413.2-0318|213.305000  -3.301056|1.8440300e+02|  0.29|DR7 |phot |  1.40|  0.50|  1.30|                             |DR7|s |  0.109441|-99.000000|-99.000000|  414|  84|  178|  0.101101|-99.000000|-99.000000|  414|  84|  178
XMMXCSJ141458.4+440317.5XMMXCSJ1414.9+4403|213.743333  44.054861|1.5900900e+02|  0.43|DR7 |phot |  1.40|  0.40|  0.80|                             |DR7|s |  0.131570|-99.000000|-99.000000|  352|  61|  103|  0.124120|-99.000000|-99.000000|  533|  93|  157
XMMXCSJ141534.8+282335.2XMMXCSJ1415.5+2823|213.895000  28.393111|6.1964700e+02|  0.22|LRG |spec |  3.90|  0.80|  1.30|NSCS J141531+282421          |DR7|s |  0.771289|  0.737917|  1.311970|  792| 103|  142|  1.144990|  1.111610|  2.616350| 1202| 156|  215
XMMXCSJ141558.4+230719.0XMMXCSJ1415.9+2307|213.993333  23.121944|2.6324700e+02|  0.42|DR7 |phot |  2.90|  0.40|  0.40|OC03 J1415+2307              |DR7|s |  2.402160|  0.301708|  0.321644|  541|  43|   43|  4.130820|  0.866039|  0.855982|  821|  65|   65
XMMXCSJ141657.5+231239.2XMMXCSJ1416.9+2312|214.239583  23.210889|1.1666900e+02|  0.10|DR7 |phot |  0.90|  0.10|  0.10|                             |DR7|s |  0.016395|  0.004073|  0.004659|  369|  19|   28|  0.016886|  0.004249|  0.004896|  561|  29|   42
XMMXCSJ141731.2+251139.1XMMXCSJ1417.5+2511|214.380000  25.194194|1.7950300e+02|  0.18|LRG |spec |  1.80|  0.40|  0.80|MaxBCG J214.37758+25.19479   |DR7|s |  0.028601|-99.000000|-99.000000|  517|  63|  124|  0.027168|-99.000000|-99.000000|  517|  63|  124
XMMXCSJ141832.3+251104.9XMMXCSJ1418.5+2511|214.634583  25.184694|5.2031400e+03|  0.29|LRG |spec |  6.40|  0.40|  0.40|WARP J1418.5+2511            |DR7|g |  5.431650|  0.307503|  0.330966|  971|  34|   33|  6.255110|  0.419737|  0.456633| 1473|  51|   50
XMMXCSJ141936.2+064736.8XMMXCSJ1419.6+0647|214.900833   6.793556|1.4446400e+04|  0.11|LRG |spec |  2.70|  0.20|  0.10|MaxBCG J214.89931+06.79468   |DR7|s |  0.710554|  0.026025|  0.020886|  701|  22|   21|  0.712068|  0.026426|  0.021388| 1064|  34|   32
XMMXCSJ142024.0+063241.5XMMXCSJ1420.4+0632|215.100000   6.544861|2.6285000e+02|  0.11|DR7 |phot |  1.30|  0.10|  0.10|                             |DR7|s |  0.011854|  0.002480|  0.004376|  471|  25|   16|  0.011867|  0.002493|  0.004564|  715|  38|   25
XMMXCSJ142044.6+063101.0XMMXCSJ1420.7+0631|215.185833   6.516944|3.0059200e+02|  0.14|DR7 |phot |  1.00|  0.10|  0.10|                             |DR7|s |  0.115895|  0.031844|  0.033587|  397|  20|   21|  0.214281|  0.070437|  0.081644|  602|  30|   33
XMMXCSJ142305.4+382807.0XMMXCSJ1423.0+3828|215.772500  38.468611|1.9655900e+02|  0.43|DR7 |phot |  6.40|  2.70|  5.60|                             |DR7|s |  1.483310|  0.974995|  0.614856|  834| 227|  358|  2.721310|  1.886020|  1.200220| 1265| 344|  543
XMMXCSJ142551.8+380246.3XMMXCSJ1425.8+3802|216.465833  38.046194|6.2476200e+02|  0.45|DR7 |phot |  3.70|  0.80|  1.10|                             |DR7|s |  1.248600|  0.253995|  0.206096|  599|  77|   98|  2.369590|  0.624774|  0.555415|  909| 117|  150
XMMXCSJ142908.4+424128.9XMMXCSJ1429.1+4241|217.285000  42.691361|1.8873700e+03|  0.92|Lit |spec |  5.40|  0.30|  0.30|WARP J1429.0+4241            |DR7|b |  7.109910|  2.923230| 15.397800|  438|  13|   13| 10.836100|  6.616440| 11.697800|  664|  20|   20
XMMXCSJ143102.1+421431.3XMMXCSJ1431.0+4214|217.758750  42.242028|6.1491400e+02|  0.43|LRG |spec |  4.30|  0.90|  1.20|NSCS J143106+421431          |DR7|s |  1.400130|  0.701621|  0.448011|  668|  84|   99|  2.484110|  1.672310|  1.416040| 1014| 128|  150
XMMXCSJ143432.3+033744.4XMMXCSJ1434.5+0337|218.634583   3.629000|1.4080100e+02|  0.29|LRG |spec |  1.30|  0.20|  0.30|                             |DR7|s |  0.108088|  0.065784|  0.192781|  395|  38|   41|  0.147007|  0.104677|  0.550629|  600|  57|   63
XMMXCSJ143603.2+632538.0XMMXCSJ1436.0+6325|219.013333  63.427222|1.0305100e+03|  0.13|DR7 |phot |  1.30|  0.10|  0.10|                             |DR7|s |  0.083626|  0.035916|  0.106482|  464|  15|   13|  0.095248|  0.047433|  0.194571|  704|  23|   21
XMMXCSJ143714.4+341517.8XMMXCSJ1437.2+3415|219.310000  34.254944|3.7564900e+02|  0.51|DR7 |phot |  8.40|  3.00|  6.30|                             |DR7|s |  3.130080|  2.294300|  6.031750|  896| 201|  335|  3.856080|  3.020030| 14.680700| 1359| 304|  508
XMMXCSJ143724.6+341427.9XMMXCSJ1437.4+3414|219.352500  34.241083|1.3330900e+02|  0.44|DR7 |phot |  2.20|  0.60|  1.00|                             |DR7|s |  0.364051|  0.211587|  0.498266|  445|  73|  104|  0.459223|  0.306585|  1.631870|  675| 110|  159
XMMXCSJ143743.2+340807.8XMMXCSJ1437.7+3408|219.430000  34.135500|1.7548000e+02|  0.49|DR7 |phot |  4.20|  1.60|  2.80|                             |DR7|s |  1.414230|  0.481679|  0.509334|  612| 147|  206|  2.232070|  0.892775|  1.062130|  928| 224|  312
XMMXCSJ144016.2+034124.4XMMXCSJ1440.2+0341|220.067500   3.690111|9.5731000e+02|  0.29|LRG |spec |  4.70|  1.30|  2.40|MaxBCG J220.08264+03.68114   |DR7|s |  0.708657|  0.168071|  0.225468|  803| 134|  224|  0.785100|  0.211359|  0.302057| 1219| 203|  339
XMMXCSJ144811.2-002509.2XMMXCSJ1448.1-0025|222.046667  -0.419222|6.7072200e+01|  0.15|Lit |phot |-99.00|-99.00|-99.00|SDSS CE J222.053848-00.414730|dss|na|-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ144856.7+090251.2XMMXCSJ1448.9+0902|222.236250   9.047556|2.2538700e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ144940.0+084744.6XMMXCSJ1449.6+0847|222.416667   8.795722|2.9044600e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ145009.3+090428.8XMMXCSJ1450.1+0904|222.538750   9.074667|6.9402200e+02|  0.60|DR7 |phot |  4.10|  0.70|  1.00|                             |NXS|g |  1.371050|  0.712071|  0.723550|  536|  57|   69|  1.799930|  1.140720|  3.668880|  813|  86|  105
XMMXCSJ145200.6-151957.0XMMXCSJ1452.0-1519|223.002500 -15.332500|2.0137800e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ145505.6+184148.4XMMXCSJ1455.0+1841|223.773333  18.696778|1.4446500e+02|  0.21|DR7 |phot |-99.00|-99.00|-99.00|ABELL 1991:[RBP2007] B1      |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ150215.2+422815.7XMMXCSJ1502.2+4228|225.563333  42.471028|1.5019800e+02|  0.24|LRG |spec |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ150652.9+014424.8XMMXCSJ1506.8+0144|226.720417   1.740222|1.6534100e+02|  0.65|Spec|spec |  1.80|  0.50|  1.30|                             |NXS|na|  0.294825|  0.097455|  0.118606|  320|  50|  116|  0.503045|  0.291072|  0.343298|  486|  76|  176
XMMXCSJ150701.6+010650.5XMMXCSJ1507.0+0106|226.756667   1.114028|1.3195800e+02|  0.20|Lit |phot |  0.50|  0.10|  0.10|SDSS CE J226.770203+01.119183|DR7|b |  0.039707|  0.020056|  0.019082|  246|  38|   31|  0.042527|  0.021957|  0.022766|  374|  58|   48
XMMXCSJ150824.8-001531.7XMMXCSJ1508.4-0015|227.103333  -0.258806|4.4394200e+02|  0.09|Lit |spec |  3.10|  0.90|  1.50|SDSS-C4 1011                 |DR7|b |  0.385068|  0.162729|  0.255874|  779| 146|  199|  0.607042|  0.293221|  0.528561| 1182| 221|  302
XMMXCSJ150918.3-001432.7XMMXCSJ1509.3-0014|227.326250  -0.242417|5.2436600e+01|  0.25|Lit |phot |  0.90|  0.20|  0.30|SDSS CE J227.319229-00.249662|dss|na|  0.177620|  0.144131|  0.135089|  334|  38|   49|  0.316815|  0.282119|  0.386223|  507|  58|   75
XMMXCSJ151050.4+670633.0XMMXCSJ1510.8+6706|227.710000  67.109167|3.4457200e+02|  0.34|Lit |phot |  4.10|  0.80|  1.10|NSC J151047+670715           |DR7|b |  1.944170|  0.554545|  0.550274|  713|  79|  106|  2.696410|  1.008980|  1.060410| 1081| 120|  161
XMMXCSJ151547.1+001529.3XMMXCSJ1515.7+0015|228.946250   0.258139|7.8139900e+01|  0.36|Lit |phot |-99.00|-99.00|-99.00|SDSS CE J228.947495+00.258315|dss|na|-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ151618.6+000531.3XMMXCSJ1516.3+0005|229.077500   0.092028|5.8930100e+04|  0.12|LRG |spec |  5.40|  0.10|  0.10|MaxBCG J229.07472+00.08903   |DR7|g |  4.299410|  0.049937|  0.046429| 1031|  10|   10|  4.417320|  0.055583|  0.052187| 1564|  15|   15
XMMXCSJ153148.2+044314.4XMMXCSJ1531.8+0443|232.950833   4.720667|1.6019500e+02|  0.39|DR7 |phot |  1.50|  0.10|  0.30|BLOX J1531.8+0443.3          |DR7|s |  0.293591|  0.071043|  0.092043|  376|  21|   37|  0.381867|  0.123181|  0.238942|  570|  33|   56
XMMXCSJ153455.1+232844.4XMMXCSJ1534.9+2328|233.729583  23.479000|1.9906000e+03|  0.09|LRG |spec |  1.30|  0.03|  0.03|1RXH J153456.1+232822        |DR7|s |  0.173511|  0.009362|  0.022581|  474|   6|    6|  0.288437|  0.059130|  0.020303|  719|   9|    9
XMMXCSJ153629.7+543920.8XMMXCSJ1536.4+5439|234.123750  54.655778|2.2035400e+02|  0.41|LRG |spec |  4.60|  1.00|  1.60|                             |DR7|g |  0.367316|  0.359211|  0.762924|  718| 104|  139|  0.422980|  0.414873|  1.966470| 1088| 158|  210
XMMXCSJ153643.9-141024.2XMMXCSJ1536.7-1410|234.182917 -14.173389|1.2013200e+03|  0.40|Spec|spec |  8.30|  1.90|  2.80|                             |NXS|g |  4.661630|  1.217770|  1.434330| 1004| 135|  177|  4.793670|  1.315790|  1.669210| 1523| 205|  269
XMMXCSJ153648.2+543718.7XMMXCSJ1536.8+5437|234.200833  54.621861|1.5066200e+02|  0.38|LRG |spec |  3.30|  0.90|  1.50|                             |DR7|s |  0.273762|  0.205890|  0.049228|  600| 105|  145|  0.315364|  0.246215|  0.057737|  911| 159|  219
XMMXCSJ154233.1+535919.9XMMXCSJ1542.5+5359|235.637917  53.988861|3.3803400e+02|  0.64|DR7 |phot |  5.30|  1.60|  3.00|                             |DR7|s |  2.458830|  1.039070|  0.580714|  610| 148|  192|  4.741920|  3.289050|  2.356300|  925| 224|  292
XMMXCSJ154932.2+213302.5XMMXCSJ1549.5+2133|237.384167  21.550694|4.6889200e+02|  0.58|Lit |phot |  3.60|  0.60|  1.10|CXOMP J154932.1+213302       |DR7|b |  1.476280|  0.630592|  1.524500|  506|  52|   83|  2.051790|  0.579251|  0.950285|  768|  79|  126
XMMXCSJ160129.8+083856.3XMMXCSJ1601.4+0838|240.374167   8.648972|6.6093900e+02|  0.19|LRG |spec |  1.70|  0.20|  0.20|                             |DR7|s |  0.524868|  0.120772|  0.117654|  505|  26|   31|  0.839900|  0.350437|  0.350335|  766|  40|   47
XMMXCSJ161040.2+540613.2XMMXCSJ1610.6+5406|242.667500  54.103667|1.6871500e+02|  0.34|DR7 |phot |  1.70|  0.20|  0.20|                             |DR7|s |  0.402224|  0.123890|  0.308726|  436|  29|   28|  0.511701|  0.231701|  0.965708|  661|  44|   43
XMMXCSJ161132.7+541628.3XMMXCSJ1611.5+5416|242.886250  54.274528|6.4411000e+02|  0.34|DR7 |phot |  4.60|  0.80|  1.20|NSC J161132+541649           |DR7|s |  0.868252|  0.182311|  0.091538|  763|  82|  106|  0.893316|  0.197511|  0.110351| 1157| 125|  160
XMMXCSJ161554.1+121928.9XMMXCSJ1615.9+1219|243.975417  12.324694|6.1206400e+02|  0.34|DR7 |phot |  3.40|  0.60|  0.80|                             |DR7|s |  1.673210|  0.738980|  0.486834|  642|  69|   84|  3.060930|  1.882360|  1.387040|  974| 105|  128
XMMXCSJ163015.6+243423.2XMMXCSJ1630.2+2434|247.565000  24.573111|1.0721600e+03|  0.06|LRG |spec |  3.50|  0.40|  0.60|UGCl 398                     |DR7|s |  0.611602|  0.372189|  0.201491|  862|  62|   83|  0.952959|  0.601725|  0.362998| 1308|  95|  126
XMMXCSJ163210.3+340022.3XMMXCSJ1632.1+3400|248.042917  34.006194|1.1517300e+02|  0.19|LRG |spec |  0.80|  0.10|  0.10|                             |DR7|s |  0.060840|  0.018159|  0.020705|  334|  16|   14|  0.083471|  0.029163|  0.036989|  507|  24|   22
